date,open,high,low,prev_close,ltp,close,vwap,52w_high,52w_low,volume,value,no_of_trades
2/8/2023,650.95,652.9,645.3,649,649.5,649,649.04,1465.95,539,776186,503775234,30336
2/9/2023,652,652.75,636,649,639.2,640.85,641.51,1465.95,539,713809,457917857,38696
2/10/2023,642,652.6,642,640.85,651,649.95,647.82,1465.95,539,739083,478792528,43344
2/13/2023,648.45,652.75,633.6,649.95,636.2,634.7,642.54,1465.95,539,1050676,675096766,28689
2/14/2023,634.7,636.5,628.1,634.7,632.5,633,632.05,1465.95,539,491778,310830119,16174
2/15/2023,635.2,638.75,629.55,633,636.5,633.95,633.83,1465.95,539,848205,537615793,21886
2/16/2023,639,639.7,623.35,633.95,625.35,626.45,631.48,1465.95,539,546492,345098415,19140
2/17/2023,626,626,604.5,626.45,614.45,613.5,611.58,1465.95,539,1686927,1031692053,40520
2/20/2023,613.8,614.7,600.5,613.5,602.1,603.05,604.71,1465.95,539,1506325,910895722,47220
2/21/2023,607.05,611.5,599.45,603.05,603.95,605.1,605.93,1465.95,539,1166085,706571535,45967
2/22/2023,603,606.3,588.25,605.1,596.5,595.4,595.26,1465.95,539,1077300,641271462,28701
2/23/2023,596,598.75,585,595.4,597.8,593.4,592.73,1465.95,539,1294389,767220016,39190
2/24/2023,597,606.6,595.65,593.4,598.25,598.05,601.19,1465.95,539,999140,600676361,26090
2/27/2023,598.05,600.4,586.2,598.05,595.3,597.2,592.78,1465.95,539,1169695,693367466,32842
2/28/2023,596.75,606,589.5,597.2,593,592.9,595.8,1465.95,539,1360975,810864660,30363
3/1/2023,593,613.5,591,592.9,610.35,611.5,608.06,1465.95,539,1079988,656698268,33432
3/2/2023,611,620,605.85,611.5,609,611.35,615.5,1465.95,539,1774214,1092026979,25915
3/3/2023,616.25,625.5,610.5,611.35,620.95,623.25,619.87,1465.95,539,1615160,1001184537,34077
3/6/2023,625.9,630,622,623.25,625.95,624.55,625.67,1465.95,539,1067601,667969090,30618
3/8/2023,618.5,633,618.5,624.55,629.7,631.1,626.35,1465.95,539,824314,516312545,22318
3/9/2023,632,636.65,622.5,631.1,624,623.75,630.41,1465.95,539,953543,601118367,26521
3/10/2023,616,626.45,612.3,623.75,624.9,624.5,618.81,1465.95,539,1421904,879892728,25714
3/13/2023,619,622.35,594.05,624.5,596,596.45,603.65,1465.95,539,3529195,2130407641,50176
3/14/2023,596,606.9,588.3,596.45,590.3,590.65,593.71,1465.95,539,1493303,886592153,43080
3/15/2023,596.75,599.65,580.25,590.65,581,583.2,590.73,1465.95,539,862519,509514739,25042
3/16/2023,582,588.95,573.85,583.2,588,584,580.53,1465.95,539,1453328,843696957,37133
3/17/2023,591.05,594.05,581.3,584,589.3,590.25,587.72,1465.95,539,1049797,616990861,33714
3/20/2023,585.05,592.05,573.05,590.25,578.05,577.1,579.52,1465.95,539,899489,521273237,30833
3/21/2023,581.2,582.6,568.8,577.1,580,579.6,574.8,1465.95,539,1113971,640315289,26287
3/22/2023,584.2,586.95,577.65,579.6,580,579.45,581.93,1465.95,539,854002,496965643,21234
3/23/2023,579,582,567.5,579.45,568.85,569.65,572.56,1465.95,539,917334,525225523,24621
3/24/2023,570,570.2,548,569.65,558.7,559.9,556.8,1465.95,539,2178563,1213013419,70800
3/27/2023,562,572.75,560.05,559.9,564.15,566.9,566.74,1465.95,539,1373334,778322012,66693
3/28/2023,566.9,569.7,551,566.9,562.9,563.55,559.42,1465.95,539,1763884,986743656,74978
3/29/2023,563.55,589.95,562.7,563.55,584,585.55,579.45,1465.95,539,2505188,1451628366,74892
3/31/2023,584,591.55,578,585.55,578,579.2,584.61,1465.95,539,1618002,945898577,38747
4/3/2023,580.4,580.9,560.05,579.2,565.5,562.8,568.84,1465.95,539,1980458,1126561523,40506
4/5/2023,564.9,571.2,555.75,562.8,558.5,558.4,561.4,1465.95,539,1578872,886378070,49368
4/6/2023,558.45,571.5,553.65,558.4,569,569.45,564.42,1465.95,539,2686132,1516097979,53909
4/10/2023,570,572.55,560.2,569.45,565.25,564.5,564.74,1465.95,539,1052472,594373310,21910
4/11/2023,567.95,588,559.75,564.5,575.3,576.2,568.81,1465.95,539,1999310,1137233704,38319
4/12/2023,579.8,587.5,574.2,576.2,580.15,580.15,581.28,1465.95,539,1782378,1036053894,36542
4/13/2023,630,689.9,625,580.15,676.3,679.2,662.81,1465.95,539,30807207,20419262258,593840
4/17/2023,670.05,692.95,665.1,679.2,686.5,688.65,683.18,1465.95,539,5636506,3850752479,232788
4/18/2023,688,696.55,681,688.65,693,693.05,690.82,1465.95,539,3177457,2195048151,163386
4/19/2023,694,699,674.45,693.05,678.75,678.6,684.05,1465.95,539,3693818,2526743635,150481
4/20/2023,682,685,674.1,678.6,681.3,679.4,678.96,1465.95,539,1555616,1056198597,36473
4/21/2023,680.45,680.85,656.85,679.4,665,665.95,665.61,1465.95,539,3742874,2491298352,69279
4/24/2023,662,669.75,658.65,665.95,664.35,663.9,665.08,1424,539,2852500,1897139525,59012
4/25/2023,667,667.75,658.55,663.9,660,660.15,661.09,1424,539,2107327,1393143260,47061
4/26/2023,649.95,655,630.85,660.15,643.95,643.4,639.55,1424,539,5008439,3203149488,113054
4/27/2023,643.8,649.75,639.05,643.4,642.35,644.45,642.37,1424,539,2272998,1460111205,56570
4/28/2023,643,665.8,643,644.45,663,663.85,657.59,1424,539,2017338,1326575000,42343
5/2/2023,669.95,685,664.05,663.85,684,684,678.99,1394.3,539,2007742,1363232612,69263
5/3/2023,678.95,691.65,677.35,684,685,684.8,686.44,1394.3,539,1264610,868072927,45846
5/4/2023,683.95,691.95,682,684.8,684.6,685.2,686.97,1394.3,539,865527,594590688,42338
5/5/2023,686,692.6,672.15,685.2,675.5,674.1,681.52,1394.3,539,873669,595426118,23295
5/8/2023,677.15,694.4,673.3,674.1,691,691.1,689.62,1355,539,2243321,1547029217,77214
5/9/2023,693.95,704.95,691.1,691.1,703.9,700.1,698.33,1355,539,2197112,1534320050,51928
5/10/2023,708.9,721.35,687.6,700.1,690.25,692.75,700.46,1355,539,3265526,2287373708,65854
5/11/2023,699,709.95,686.9,692.75,706.35,706.65,702.26,1355,539,2935100,2061193973,68101
5/12/2023,703.6,715.7,697,706.65,713,712.95,709.56,1355,539,1641770,1164931694,46394
5/15/2023,712.8,721.55,709.35,712.95,715.75,716.95,716.43,1355,539,1375218,985253794,54444
5/16/2023,716.95,736.85,714.85,716.95,729,728.9,728.59,1355,539,2622132,1910465142,65598
5/17/2023,728.85,732,718.8,728.9,729.7,730.85,725.85,1355,539,1459862,1059642470,55017
5/18/2023,731,754.9,728.45,730.85,750,747.6,747.44,1355,539,3422021,2557745193,98990
5/19/2023,747.6,756,734,747.6,755.5,753.8,745.76,1355,539,2181998,1627253571,91970
5/22/2023,753.8,761.45,752.3,753.8,756.35,758.5,756.4,1355,539,1596957,1207946227,69091
5/23/2023,758,774.55,756.3,758.5,762.95,762.7,765.39,1355,539,1669877,1278112043,79824
5/24/2023,762.7,767.7,749.45,762.7,765,765.9,760.16,1355,539,1402441,1066076839,56747
5/25/2023,763.9,773.2,762.1,765.9,769,769.9,768.24,1355,539,1192141,915851687,33248
5/26/2023,767.7,780,766.05,769.9,775.15,778.2,773.21,1355,539,1075483,831575249,28606
5/29/2023,780.3,795,776.55,778.2,794,790.4,788.28,1337.5,539,2625329,2069482391,40279
5/30/2023,789.45,789.45,771,790.4,775.45,776.15,778.13,1337.5,539,1145487,891339734,54678
5/31/2023,773,785,758,776.15,777.95,776.9,773.44,1337.5,539,3839806,2969848194,83344
6/1/2023,778,782.15,765.3,776.9,771.95,769.75,774,1337.5,539,1386561,1073195212,67898
6/2/2023,774,779.95,768.95,769.75,773,773.45,773.07,1337.5,539,1927608,1490173258,42760
6/5/2023,765.25,772.55,749,773.45,750.9,750.95,755.55,1287.75,539,2901296,2192085732,39562
6/6/2023,750,754.45,740.05,750.95,754.45,751.9,746.88,1287.75,539,2936010,2192839569,52718
6/7/2023,757,767.25,755,751.9,760.25,762.55,762.94,1287.75,539,1600037,1220732933,41224
6/8/2023,765.9,775.15,752.45,762.55,755,755.4,764.72,1287.75,539,1525613,1166659334,44965
6/9/2023,757.45,764.55,750.15,755.4,760.5,762.25,759.24,1287.75,539,1450577,1101334597,42144
6/12/2023,767,769.95,750.4,762.25,762,761.45,757.98,795,539,1134935,860260488,32824
6/13/2023,761,765.65,758.15,761.45,763,763.8,762,795,539,1270095,967818424,36316
6/14/2023,767,775,764.1,763.8,771.7,772.2,771.7,795,539,1691498,1305335211,32785
6/15/2023,772.6,779.55,765.05,772.2,776.95,775.7,773.94,795,539,1584856,1226589055,57676
6/16/2023,777,782.7,773.2,775.7,777.8,778.75,778.57,795,539,666115,518620358,29290
6/19/2023,778.75,784,767.9,778.75,770.7,772.1,773.94,795,539,740479,573085849,24418
6/20/2023,772.1,772.15,763.8,772.1,768.5,767.55,767.11,795,539,493662,378693913,17898
6/21/2023,770.95,773.85,748.1,767.55,750.9,749.55,758.42,795,539,1089259,826114235,31745
6/22/2023,751,756.65,732.5,749.55,742.9,740.8,745.89,795,539,2295370,1712100253,55567
6/23/2023,742.6,745.7,734.1,740.8,736.6,736.7,738.79,795,539,617906,456504326,21083
6/26/2023,736.7,749.35,732.05,736.7,746.25,745.4,744.19,795,539,1115771,830340909,44264
6/27/2023,748.95,755.35,744.35,745.4,748.7,749.8,749.67,795,539,907052,679985404,26173
6/28/2023,753.75,756.9,742.55,749.8,747.4,747.8,748.53,795,539,2946020,2205185606,57096
6/30/2023,754,759.8,747.45,747.8,754.15,753.65,754.56,795,539,1725775,1302205922,46591
7/3/2023,760,763.2,755.8,753.65,759.35,760.25,760.04,795,539,988169,751043093,41821
7/4/2023,760.45,780.75,753.3,760.25,775.8,777.2,769.34,795,539,1783462,1372088821,44290
7/5/2023,777.05,782.5,761.1,777.2,771,769.05,769.71,795,539,2810140,2162996302,57450
7/6/2023,768.45,792,766.05,769.05,788.2,789.85,782.56,795,539,1665090,1303035635,41520
7/7/2023,787.25,787.45,758,789.85,760,761.65,769.81,795,539,1466776,1129145124,36723
7/10/2023,761.95,769,750.5,761.65,763.8,763.75,761.15,795,539,1131126,860958411,38954
7/11/2023,767.9,776.75,761.2,763.75,764,763.55,766.36,795,539,818918,627589933,25639
7/12/2023,767.45,772.9,753.15,763.55,770.6,770.75,761.37,795,539,4025563,3064925634,98439
7/13/2023,773.05,784.7,758.7,770.75,764,760.2,770.3,795,539,2268892,1747720263,59489
7/14/2023,760,782.5,759.2,760.2,780,781.25,773.78,795,539,1319880,1021300436,47514
7/17/2023,784,786,763.4,781.25,768.4,767.45,773.28,795,545.1,1279206,989186279,40666
7/18/2023,768.95,774.35,764.05,767.45,770,769.9,767.6,795,545.1,1034645,794191106,31245
7/19/2023,770,775.4,761.65,769.9,771,769.35,768.42,795,545.1,1119253,860056506,30338
7/20/2023,772.9,776.85,765,769.35,771,772.35,771.67,795,545.1,1504123,1160680817,44181
7/21/2023,770.05,775.85,761.05,772.35,765,767.3,768.5,795,545.1,795389,611258594,20837
7/24/2023,740,744,726.45,767.3,738,739.15,736.18,795,548,3665805,2698696076,102773
7/25/2023,745,745.3,725.1,739.15,733.6,731.3,731,795,548,1865463,1363653905,62154
7/26/2023,738,738.9,730.4,731.3,731.65,732,733.7,795,548,1174015,861378759,34019
7/27/2023,735.05,738.4,724.4,732,732.5,729.2,729.81,795,548,2055123,1499850409,61506
7/28/2023,731.9,734.4,722.85,729.2,725.35,725.2,726.64,795,548,1383577,1005357177,49514
7/31/2023,716,732,716,725.2,732,729.85,727.57,795,548,1322632,962304804,46231
8/1/2023,730.1,733.55,719.1,729.85,720,721.65,724.38,795,548,1152184,834620692,55185
8/2/2023,720.15,730.65,714,721.65,726,725.9,719.65,795,548,2041223,1468973803,70806
8/3/2023,728.8,737.25,718.65,725.9,728.2,728.25,727.39,795,548,2475873,1800918213,72445
8/4/2023,737.5,743.05,729.4,728.25,738,738.9,736.23,795,548,1294794,953268269,30290
8/7/2023,729.05,742,723.1,738.9,724.9,725.95,728.17,795,548,1456816,1060805852,38122
8/8/2023,725,729.7,701.4,725.95,720.6,720.8,716.56,795,548,2866317,2053886786,58008
8/9/2023,725.8,729.95,712.1,720.8,716.5,717.4,716.94,795,548,1773008,1271137462,43781
8/10/2023,717.4,718.25,697.1,717.4,701.55,701.9,706.61,795,548,3017173,2131972431,73239
8/11/2023,704.45,708.35,697.1,701.9,705.9,704.95,703.8,795,548,649337,457006261,20778
8/14/2023,704,710.8,699.05,704.95,706,706.6,705.58,795,548,635962,448724978,24253
8/16/2023,702,708.9,696,706.6,699,700.7,700.78,795,548,1513243,1060445890,38125
8/17/2023,702,707.4,696.6,700.7,698.8,698.4,701.36,795,548,1814426,1272566295,54675
8/18/2023,703.45,719.4,701.4,698.4,713,711.05,712.21,795,548,2034025,1448649658,48090
8/21/2023,711.1,716.7,705.35,711.05,710.25,708.85,709.24,795,548,1704679,1209031993,51492
8/22/2023,712.25,729.75,708.85,708.85,729.75,728.5,724.78,795,548,2220325,1609257473,68099
8/23/2023,728.45,737.85,727,728.5,734,731.25,733.28,795,548,1329218,974690133,36673
8/24/2023,734,748.85,728.55,731.25,742.4,745.8,742.42,795,548,2556581,1898064036,95422
8/25/2023,743.85,752,735.25,745.8,735.65,737.55,743.06,795,548,889001,660580223,30659
8/28/2023,738.95,743,733.95,737.55,736.95,738.8,738.25,795,548,1116902,824549134,32779
8/29/2023,738.1,740,730,738.8,732.35,731.45,735.18,795,548,453151,333148599,16135
8/30/2023,732,742.5,725.45,731.45,727.05,728.95,735.47,795,548,1202305,884257155,20988
8/31/2023,729.95,734.95,707.55,728.95,722,723.55,723.2,795,548,5250911,3797437133,80666
9/1/2023,724.65,734.2,719.4,723.55,723.55,725.65,726.26,795,548,1524424,1107122585,33272
9/4/2023,726,729,713.3,725.65,716.25,716.7,718.55,795,548,1565336,1124768495,30393
9/5/2023,721,721,714.05,716.7,715,714.95,716.86,795,548,1083984,777066771,26378
9/6/2023,716.3,722.9,712.25,714.95,719,719.35,717.09,795,548,2378658,1705705291,57904
9/7/2023,724.5,728,720.25,719.35,724.5,725.35,723.45,795,548,604310,437189929,17089
9/8/2023,728.5,736.95,724,725.35,735,734.9,729.79,795,548,1387523,1012598986,36174
9/11/2023,737,741.2,732.1,734.9,736.5,735.1,736.25,795,548,1172424,863194803,31002
9/12/2023,739,739.9,712,735.1,717.55,718.45,720.01,795,548,1588895,1144027228,27993
9/13/2023,720.15,730.05,709.05,718.45,724.2,723.45,720.82,795,548,2418932,1743602621,59105
9/14/2023,727.2,744,725.65,723.45,738.7,738.75,737.97,795,548,1248430,921307867,34494
9/15/2023,743.95,745.5,728.2,738.75,732.2,732.5,733.87,795,548,918800,674283950,24390
9/18/2023,730.05,736.9,726,732.5,727.4,729.05,730.04,795,548,1002996,732228012,31441
9/20/2023,727.6,759.2,725.25,729.05,757,755.45,748.99,795,548,4544074,3403487333,94355
9/21/2023,756.65,763.95,739.25,755.45,743.5,742.6,750.08,795,548,1979595,1484844722,42039
9/22/2023,745.75,751.6,742.15,742.6,744.9,744.55,747.15,795,548,1667979,1246223416,34458
9/25/2023,744.55,748.35,734.2,744.55,741.1,742.35,740.2,795,548,1928986,1427839771,58096
9/26/2023,743,752,740.6,742.35,749.3,750.1,749,795,548,766479,574094401,27215
9/27/2023,747.95,754.9,744.2,750.1,745.1,745.75,748.98,795,548,869637,651336832,34661
9/28/2023,745.75,747.25,716.6,745.75,718.85,720.4,725.42,795,548,3968952,2879147810,81720
9/29/2023,724.2,730.25,708.1,720.4,714.85,713.5,717.37,795,548,1456488,1044843551,45436
10/3/2023,714.8,714.8,702.1,713.5,705.15,704.8,707.46,795,548,855484,605221819,36106
10/4/2023,704,708.1,688,704.8,703.6,703.6,699.7,795,548,3416610,2390604830,106029
10/5/2023,702,716.95,702,703.6,715,714.4,711.82,795,548,925577,658846794,32341
10/6/2023,719.9,720,712.45,714.4,713,713.55,715.4,795,548,718188,513791749,17384
10/9/2023,708,717.45,703.05,713.55,709,711,710.72,795,548,927404,659127896,44523
10/10/2023,715.05,717.8,708.75,711,716,715.2,713.6,795,548,527218,376223800,22860
10/11/2023,718.9,720.7,712,715.2,715.05,715.75,715.9,795,548,1174535,840855364,40858
10/12/2023,719,723,715,715.75,716.4,716.3,718.79,795,548,691279,496884865,20359
10/13/2023,716.3,720,712,716.3,714.2,716.95,716.35,795,548,410117,293788041,15254
10/16/2023,716.95,716.95,703.15,716.95,709.5,709.35,707.9,795,548,1680941,1189931583,65805
10/17/2023,714.8,714.8,706,709.35,707.4,706.6,709.29,795,548,620122,439846916,19582
10/18/2023,708.9,711.6,702.7,706.6,704.2,704.45,705.55,795,548,1479098,1043584107,45100
10/19/2023,705.3,707.15,697,704.45,706.5,705.15,703.1,795,548,603325,424200421,39263
10/20/2023,704.5,707.2,698.1,705.15,699.6,699.8,702.24,795,548,1167195,819654966,41534
10/23/2023,699.2,711.1,690.5,699.8,693.05,695.45,701.89,795,548,2223975,1560985447,66507
10/25/2023,696.15,709,693.1,695.45,707.85,706.25,701.08,795,548,1877527,1316305464,66081
10/26/2023,700,707.05,684.1,706.25,686.5,686.55,690.22,795,548,2065324,1425526257,76190
10/27/2023,689.95,699.6,683.55,686.55,697,690.1,690.21,795,548,1251035,863476390,43339
10/30/2023,688,688,630.4,690.1,664.4,665.95,653.03,795,548,8750585,5714369821,422328
10/31/2023,669.9,685.7,662.85,665.95,669.75,669.1,674.11,795,548,2598527,1751693233,111069
11/1/2023,675,676.85,665.35,669.1,668.15,668.65,669.39,795,548,1608023,1076394054,47633
11/2/2023,677.8,677.8,656.7,668.65,665.5,666.75,666.33,795,548,2091524,1393647451,38999
11/3/2023,673.6,673.6,664.8,666.75,668.2,669.25,669.06,795,548,1200934,803499070,35216
11/6/2023,673,680.35,669,669.25,674.65,673.95,674.4,795,548,3301471,2226516901,66402
11/7/2023,677.15,679.7,668.3,673.95,669.9,669.9,673.52,795,548,3384898,2279803323,48508
11/8/2023,672.95,676.4,666.3,669.9,675.9,675.35,671.66,795,548,2274273,1527537205,93700
11/9/2023,678.1,699.8,675.75,675.35,692,690.55,692.34,795,548,2062461,1427915904,52734
11/10/2023,689.8,700.55,683.4,690.55,700,699.25,696.49,795,548,1514007,1054489972,35646
11/12/2023,704.95,715.75,703.45,699.25,710.5,708,706.59,795,548,198373,140168171,5043
11/13/2023,713.1,732.4,704.4,708,730.05,729.75,725.95,795,548,3927946,2851478232,99306
11/15/2023,735.2,740.7,724.05,729.75,726.2,726.55,730.17,795,548,2347341,1713955511,62822
11/16/2023,727.8,733.85,719,726.55,729.2,729.6,725.92,795,548,1478691,1073412640,34781
11/17/2023,719,737.5,718.95,729.6,729.9,730.2,731.39,795,548,1167320,853771931,27373
11/20/2023,732.8,744.4,725.7,730.2,734.8,734.15,735.88,795,548,1905411,1402147412,50797
11/21/2023,735,740.6,717.65,734.15,718.5,719.8,728.31,795,548,1022291,744542087,27922
11/22/2023,720,723.4,710.1,719.8,716.1,717.1,714.65,795,548,1502045,1073431625,50294
11/23/2023,721.9,725.5,717.5,717.1,719,719.3,722.06,795,548,1613045,1164707335,29566
11/24/2023,720,726.1,711.55,719.3,722.3,722.2,716.22,795,548,1619706,1160065849,34031
11/28/2023,724.55,742.7,718.2,722.2,737.75,737.15,734.99,795,548,1521215,1118082758,53367
11/29/2023,737.8,750.95,735.05,737.15,748.55,748.25,743.98,795,548,2345052,1744674662,69156
11/30/2023,751,754.9,738.05,748.25,739.45,741.4,745.62,795,548,2292859,1709599994,65440
12/1/2023,745,751.4,740.05,741.4,745,742.45,746.3,795,548,1178096,879218612,46596
12/4/2023,755,756.8,742.85,742.45,754.7,753.75,750.94,795,548,2867230,2153110023,97351
12/5/2023,756,767,744.2,753.75,760.5,760.95,757.04,795,548,2286148,1730694352,57133
12/6/2023,764.95,764.95,743.25,760.95,747,747.5,750.27,795,548,2383186,1788024863,77233
12/7/2023,750,752,739.35,747.5,751.5,751,748.21,795,548,678386,507573097,20955
12/8/2023,752.25,753.7,734.25,751,739,740.5,740.26,795,548,1267997,938652262,49758
12/11/2023,744.45,746,735.75,740.5,739,739.75,740.62,795,548,1733049,1283532636,66523
12/12/2023,742.9,748.95,739.45,739.75,742.4,741.4,743.9,795,548,1195849,889597219,54283
12/13/2023,742,742.05,729,741.4,734.05,735.5,734.41,795,548,2369489,1740186944,59890
12/14/2023,740.5,761,737,735.5,760.95,760,753.51,795,548,1669614,1258064571,38105
12/15/2023,760,769.45,750.1,760,755.6,758.3,760.71,795,548,2252891,1713796781,52065
12/18/2023,758.25,758.25,743,758.3,747.5,748.65,748.55,795,548,1843431,1379907220,75270
12/19/2023,749.55,751.6,730.05,748.65,732.9,731.3,735.48,795,548,1743062,1281979813,39569
12/20/2023,737.4,772.15,734.9,731.3,754.4,760.05,759.54,795,548,5717729,4342851524,140862
12/21/2023,750,773,743.5,760.05,771.5,771.3,762.75,795,548,2313825,1764867710,64522
12/22/2023,774,785.8,758,771.3,762,765.45,776.26,795,548,2822166,2190724338,80496
12/26/2023,768.6,772.3,762.2,765.45,768.55,769.55,768.12,795,548,847143,650705772,31126
12/27/2023,774.9,780,768,769.55,773,774.6,774.65,795,548,1065904,825700556,35202
12/28/2023,779,798.85,768.05,774.6,790,788.65,782.67,798.85,548,3280996,2567921437,75942
12/29/2023,790,794.95,775.6,788.65,785,787.4,782.55,798.85,548,1424964,1115111298,50558
1/1/2024,790.9,790.9,779,787.4,785.2,786,784.25,798.85,548,1258532,987001521,53950
1/2/2024,786,788,761.6,786,763.3,766.85,769.01,798.85,548,2202630,1693850951,59279
1/3/2024,766.85,774.15,754,766.85,770.35,770.35,767.1,798.85,548,2031856,1558632896,59781
1/4/2024,778,804.15,745.05,770.35,801,797.35,790.49,804.15,548,2624482,2074631825,61886
1/5/2024,805,809.7,791.55,797.35,798.45,801.05,803.68,809.7,548,2341793,1882047297,66136
1/8/2024,794,813.2,792,801.05,803,801.7,803.2,813.2,548,2497633,2006100638,85945
1/9/2024,813.4,813.4,775,801.7,777,777.3,783.63,813.4,548,2705036,2119750470,41777
1/10/2024,770.45,781.45,764.4,777.3,773,772.45,777.71,813.4,548,2832401,2202788096,39254
1/11/2024,780,786.9,772.75,772.45,778.5,776.6,779.14,813.4,548,922879,719053623,33644
1/12/2024,783,791,772,776.6,788,788.35,782.73,813.4,548,1336781,1046334523,35806
1/15/2024,790.8,792,770.05,788.35,770.5,772.05,776.22,813.4,548,1416880,1099806992,45831
1/16/2024,772.05,781.9,770.75,772.05,773,775.55,777.04,813.4,548,1357631,1054939730,70401
1/17/2024,759.95,783.95,744.2,775.55,754,757.4,757.72,813.4,548,5351653,4055042108,176408
1/18/2024,754.35,758.75,732.85,757.4,732.95,734.1,744.33,813.4,548,2679347,1994327991,81620
1/19/2024,740,746.15,724.5,734.1,731.3,730.55,734.63,813.4,548,4468871,3282963479,54719
1/20/2024,737.8,755.4,735,730.55,750,747.5,746.5,813.4,548,1930061,1440790554,63219
1/23/2024,755,758,709.05,747.5,714.8,716.5,722.21,813.4,548,3081087,2225177147,92450
1/24/2024,716.5,739,709.05,716.5,736.65,737.25,725.76,813.4,548,2550245,1850853960,79058
1/25/2024,740,741.45,703.2,737.25,710,707.85,713.45,813.4,548,5475393,3906416501,127781
1/29/2024,670,670,624.05,707.85,625.25,626.35,640.41,813.4,548,21666348,13875338965,460317
1/30/2024,630,631.85,613.5,626.35,625,625.25,622.68,813.4,548,7443243,4634744718,174577
1/31/2024,628,640.45,620.8,625.25,637,636.6,633.33,813.4,548,5579390,3533574327,169143
2/1/2024,639.85,644,632.3,636.6,635.7,634.95,637.18,813.4,548,2006355,1278403522,54022
2/2/2024,638.75,645.7,627.6,634.95,628.85,629,637.65,813.4,548,2688173,1714122991,71709
2/5/2024,628.95,630,616.7,629,622,622.6,623.28,813.4,548,5678989,3539579622,174873
2/6/2024,622.6,622.6,613,622.6,617.9,616.5,616.77,813.4,548,1713489,1056820475,44966
2/7/2024,620.4,623.45,612.1,616.5,621.15,618.9,617.6,813.4,548,2773694,1713024129,82828
2/8/2024,621,625.8,594,618.9,597.5,595.6,605.77,813.4,548,3862384,2339731212,99799
2/9/2024,600,605.75,592.25,595.6,604,603.9,599.14,813.4,548,2343195,1403901013,61220
2/12/2024,608,609.45,585.5,603.9,594.9,594.7,594.41,813.4,548,5184975,3081979769,116166
2/13/2024,600,602.45,587.35,594.7,592.05,593.8,594.63,813.4,548,3185544,1894224647,61206
2/14/2024,589.95,594.75,580.2,593.8,594,590.75,587.41,813.4,548,4560881,2679106925,104162
2/15/2024,595,595,580.45,590.75,582.7,581.9,583.87,813.4,548,2107954,1230761300,52316
2/16/2024,582.1,585.85,579,581.9,582.4,581.75,582.59,813.4,548,2145814,1250136025,47440
2/19/2024,584.5,603.9,581.7,581.75,601.05,599.35,595.28,813.4,548,4840679,2881544661,82768
2/20/2024,602.4,610.4,597.85,599.35,599.05,599.1,604.08,813.4,548,2935294,1773150635,91265
2/21/2024,602.55,602.55,584.4,599.1,587.05,588.15,590.38,813.4,548,3176517,1875365680,62921
2/22/2024,588.55,594,583.6,588.15,593.4,592.5,588.71,813.4,548,2315282,1363021767,39247
2/23/2024,596.45,606.95,593.4,592.5,598,599.95,601.24,813.4,548,3450186,2074387810,65657
2/26/2024,599.95,603.9,583.85,599.95,586.2,586.2,588.11,813.4,548,6638312,3904030882,176585
2/27/2024,588.45,595.7,586.3,586.2,590.6,590.4,590.96,813.4,548,1683135,994661902,46476
2/28/2024,594,594,567.8,590.4,568.7,571.15,581.36,813.4,548,3000799,1744559178,55469
2/29/2024,573.9,576.45,564.45,571.15,570.4,569.85,569.59,813.4,548,3314480,1887893939,102979
3/1/2024,574.4,579.8,570.45,569.85,576.9,575.55,576.04,813.4,548,1665391,959338148,28954
3/2/2024,578,583.7,572.45,575.55,578.4,578,577.24,813.4,548,329643,190283026,7130
3/4/2024,578.05,583.9,575.95,578,579.5,580.1,579.59,813.4,548,3884607,2251460057,85430
3/5/2024,589.4,590,571,580.1,571.9,571.75,578.77,813.4,548,2733333,1581975889,57798
3/6/2024,575.35,578.2,564.45,571.75,568,566.8,570.06,813.4,548,3655651,2083942960,96465
3/7/2024,570,575.95,565.5,566.8,570.55,571.25,570.22,813.4,548,2332771,1330202007,52451
3/11/2024,572,585.35,569.3,571.25,585,584.2,577.98,813.4,548,4579646,2646929953,160773
3/12/2024,586.8,590.85,574.65,584.2,575.25,576.05,582.13,813.4,548,2657472,1546999264,91736
3/13/2024,578,586.45,570.9,576.05,572,576.9,581.79,813.4,548,4609989,2682048910,150718
3/14/2024,573,587.85,569,576.9,585,583.95,582.2,813.4,548,2141385,1246715905,71622
3/15/2024,583.9,587.3,575.1,583.95,580.25,578.25,578.99,813.4,548,2181470,1263043046,95587
3/18/2024,581.9,583.75,567.7,578.25,571.2,569.85,573.36,813.4,548,3332799,1910894950,105208
3/19/2024,576.5,582.4,558.05,569.85,558.8,560.15,569.54,813.4,548,3113350,1773174283,74809
3/20/2024,562.2,568.5,553.7,560.15,560.8,559.9,559.88,813.4,548,5079488,2843889357,129072
3/21/2024,568.4,571.9,563.55,559.9,566,565.95,566.91,813.4,548,2026437,1148804671,128801
3/22/2024,564,568.9,561.25,565.95,564.25,564.25,563.88,813.4,548,2314067,1304864709,111001
3/26/2024,564.25,568.8,561.7,564.25,561.7,563,564.2,813.4,551,1569118,885297000,72709
3/27/2024,564.8,566.8,557.2,563,561,561.5,561.75,813.4,551,4923826,2765964922,140903
3/28/2024,563.85,570.45,561,561.5,565,565,565.88,813.4,551,2782930,1574791112,97765
4/1/2024,570.9,591.35,567,565,588.05,589.35,583.57,813.4,553.65,4223594,2464760134,135653
